seller_id,seller_zip_code_prefix,seller_city,seller_state,first_name,family_name,status,salary
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,Ryan,Clark,senior,121725
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,Joseph,Koch,senior,119552
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,Sherry,Coleman,top management,88705
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,Dale,Pugh,junior,112763
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,Candice,Russo,manager,96473
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,Christopher,Olsen,top management,118020
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,Kimberly,Gilmore,junior,74625
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,Stephanie,Cooper,junior,77567
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,Brian,Williams,junior,102427
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,David,Price,top management,70834
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,Vicki,Moore,junior,63384
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,Michael,Bonilla,junior,56195
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,Raymond,Barker,manager,53244
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,Felicia,Lambert,manager,87393
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,Susan,Cunningham,manager,65212
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,Kayla,Rangel,manager,120864
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,Thomas,Evans,top management,52929
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,Patricia,Vaughn,manager,86753
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,Donald,Riley,senior,128470
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,Andrew,Barrett,top management,114478
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,Nancy,Lopez,top management,85112
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,Catherine,Caldwell,manager,71886
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,Christine,Garcia,manager,84237
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,Nicholas,Moore,junior,61904
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,Jeremy,Reilly,junior,63956
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,Benjamin,Harris,senior,119993
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,Bethany,Leblanc,junior,116251
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,Valerie,Snyder,junior,126313
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,John,Smith,manager,73228
3296662b1331dea51e744505065ae889,15805,catanduva,SP,Tanya,Lowe,senior,113386
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,Carl,Cabrera,senior,50712
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,Susan,Hardy,top management,69046
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,Caleb,Rose,top management,112947
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,Dennis,Morales,manager,90855
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,Richard,Wilson,top management,86175
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,Denise,Fuller,senior,118647
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,Stephanie,Larson,manager,126787
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,Mary,Stevens,senior,55625
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,Jennifer,Hernandez,manager,103585
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,Mary,Snow,top management,115795
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,Linda,Briggs,senior,102477
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,Ronald,Cunningham,senior,60559
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,Sheena,Palmer,top management,116128
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,Cynthia,Soto,junior,92135
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,Wayne,Vance,manager,66951
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,Tiffany,Vaughan,manager,66554
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,Max,Wu,junior,72494
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,Brenda,Benson,junior,84448
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,Ashley,Galvan,senior,84820
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,Angela,Hardin,junior,68275
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,Jason,Howard,manager,78685
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,Theresa,Larson,junior,55341
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,Melanie,Gordon,top management,94134
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,Patrick,Miller,senior,116880
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,Elizabeth,West,top management,64448
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,Kristin,Arnold,top management,95476
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,Edwin,Hanson,junior,107460
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,Susan,Davis,senior,126514
62760d278921b5f352461620d68a9cee,13320,salto,SP,Christopher,Thompson,top management,54315
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,Michelle,West,senior,100678
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,Matthew,Crosby,manager,67062
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,Jose,Williams,manager,87210
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,Teresa,Osborn,top management,61103
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,Melissa,Grant,top management,111870
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,Timothy,Boone,manager,76184
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,Lance,King,junior,76353
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,Ricardo,Palmer,senior,53091
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,Walter,Martin,top management,95878
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,Jessica,Gonzalez,junior,84674
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,Jennifer,Myers,junior,63330
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,Samantha,Bennett,junior,104942
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,Nicole,Williams,top management,88748
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,Kim,Cooper,senior,84474
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,Caroline,Newton,junior,79854
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,Robert,Davidson,manager,70369
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,Edward,Gross,manager,92114
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,Rachael,Buchanan,manager,84502
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,Kenneth,Davidson,top management,94512
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,Donald,Christensen,junior,123503
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,Jasmine,Johnson,manager,75823
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,Brian,Li,top management,56533
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,Joshua,West,senior,116995
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,Todd,Harris,top management,114938
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,Kristie,Powell,manager,63860
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,Krystal,Graves,top management,97829
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,Courtney,Hart,senior,116339
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,Christopher,Luna,junior,54220
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,Dana,Anderson,senior,99372
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,Dawn,Jones,junior,54798
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,Jessica,Howard,senior,98650
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,Heather,Martin,top management,127788
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,Selena,Collins,top management,123736
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,Alexander,Cooper,manager,52645
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,Meghan,Harris,manager,55117
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,Ronald,Holmes,manager,99174
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,Jill,Pena,junior,107513
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,Brett,Cobb,manager,127636
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,Jessica,Ware,manager,89253
b18dc380845b24038cfc48006478f099,9951,diadema,SP,James,Woods,top management,100928
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,Kevin,Foster,senior,61766
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,Kenneth,Spencer,manager,82448
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,Monica,Gibson,manager,119276
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,Danielle,Perkins,top management,112908
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,Cheryl,Montoya,senior,87156
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,Rebecca,Watkins,junior,55484
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,Adam,Brown,junior,57753
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,Benjamin,Wallace,senior,77467
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,Sylvia,Torres,manager,115584
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,Brian,Ryan,top management,54744
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,Jason,Sharp,top management,98100
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,Heidi,Howard,senior,71873
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,Mike,Waller,manager,111481
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,Misty,Young,senior,68065
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,Randall,Henderson,top management,58953
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,Jamie,Mendez,manager,63227
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,Krista,Cole,manager,103452
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,Jeremy,Jones,junior,116699
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,Abigail,Anderson,top management,109144
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,Johnathan,Christensen,junior,82854
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,Jill,Williamson,senior,69501
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,Jeffrey,Martinez,top management,60429
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,Justin,Cortez,senior,107836
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,Cathy,Wolf,junior,68829
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,Michael,Andersen,senior,94729
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,James,Hall,senior,52935
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,Jennifer,Taylor,top management,62529
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,Patricia,Velez,manager,105033
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,Stephanie,Schwartz,senior,73114
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,Kristina,Austin,senior,93006
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,Heather,Hernandez,manager,73339
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,Veronica,Ramirez,manager,102631
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,Dylan,Nguyen,top management,72754
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,Joshua,Williams,junior,129160
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,Jessica,Mcneil,junior,94346
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,Jordan,Osborne,top management,103131
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,Leonard,Schroeder,senior,52078
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,Melissa,Warner,manager,98120
c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,Sarah,Monroe,senior,113964
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,Melissa,Carr,senior,116662
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,Heather,Powell,manager,89713
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,James,Hall,junior,100215
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,Teresa,Hall,junior,85423
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,Donald,Cole,top management,53086
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,Kelly,Salazar,senior,118809
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,Rebecca,Brown,junior,112459
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,Brian,Hooper,top management,51895
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,Barbara,Mills,senior,91716
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP,Benjamin,Johnson,top management,68955
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,Steven,Kelly,manager,122129
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,Cody,Fisher,top management,79743
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,Albert,Durham,junior,65879
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP,Kathleen,Hebert,top management,93291
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,Samuel,Ball,junior,94787
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,David,Rollins,senior,103251
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,Austin,Matthews,top management,76914
8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP,Timothy,Bennett,top management,119135
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,Anthony,Jensen,manager,73571
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP,Makayla,Hall,junior,110635
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,Brianna,Malone,junior,95994
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,Melanie,Martinez,senior,70928
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,Kathryn,Lewis,junior,114203
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,Juan,Wallace,junior,90646
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,Brandon,Valdez,manager,107370
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,Lisa,Fisher,manager,110168
c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP,Earl,Gomez,manager,104222
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,Steven,Hunter,junior,120766
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,Veronica,Norman,manager,115750
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,Joseph,Walker,senior,91022
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC,James,Goodman,senior,93758
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP,Amy,Johnson,senior,101886
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,Madison,Anthony,junior,50736
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,Sherri,Carlson,senior,112038
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP,Brittney,Rice,top management,81303
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP,Amy,Cunningham,senior,67998
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC,Shannon,Anderson,junior,88757
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,Nichole,Johnson,manager,80875
4deebb3199eeafb282ae33229144f94b,2112,sao paulo,SP,Jodi,Crawford,manager,118713
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP,Nancy,Hunter,senior,83923
f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,SP,Kaylee,Long,top management,51379
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP,Zoe,Fields,manager,85977
eec3469d83e142f9a104886655338c37,17030,bauru,SP,Maria,Costa,manager,82806
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP,Gregory,Lewis,top management,55328
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG,Gregory,Mills,junior,62281
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP,Edward,Byrd,senior,118317
3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO,Judith,Bradley,top management,85372
fe4cd9461203cee790d36792420b310f,35300,caratinga,MG,Austin,Prince,junior,61559
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,SP,Gary,Wright,manager,118530
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ,Bailey,Hanson,senior,120386
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP,Brandon,Orozco,junior,93715
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP,Stephanie,Brewer,senior,54594
830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP,Juan,Price,manager,115580
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP,Mark,Garcia,senior,74901
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC,Lisa,Vega,junior,119171
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG,Kristen,Butler,junior,89020
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP,Kevin,Galloway,top management,67759
71593c7413973a1e160057b80d4958f6,3407,sao paulo / sao paulo,SP,Benjamin,Warren,top management,85284
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP,Russell,Wells,senior,65876
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR,Amanda,Ferguson,senior,113247
66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP,Taylor,Murillo,top management,64767
781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP,Joseph,Williams,senior,70946
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ,Christopher,Mitchell,senior,64999
f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,SP,Tina,Wallace,top management,108103
fa8d335d68129e464e60c1826a683e96,95660,tres coroas,RS,Brittany,Anderson,junior,52799
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP,Raymond,Hughes,senior,120965
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC,Crystal,Morton,senior,58387
741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,SP,Heather,Vasquez,top management,80417
4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP,Courtney,Adams,manager,52811
a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP,Connie,Manning,senior,51769
dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP,Stacie,Bailey,junior,64770
ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP,Kelly,Cummings,junior,118041
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC,James,Barnes,manager,75130
ac9b01377919cdbd2a1bbb8d5837c70b,8773,mogi das cruzes,SP,Linda,Wade,manager,91951
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP,Megan,Patterson,top management,69535
a4e634166243bbb3a13fa584463fa468,6286,osasco,SP,Angela,Love,junior,99507
50bf89f1349bc0409a268c3a49678009,15155,jaci,SP,Howard,Tucker,top management,103893
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG,Andrew,Fox,manager,90648
42d4b7e70819438f5ada61c965e92d7e,74045,goiania,GO,Mark,Perry,senior,111228
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP,Kathy,Hernandez,junior,121921
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP,Emma,Dunn,manager,109922
fac1a9017ade7bdc94058fc1c969f355,1126,sao paulo,SP,Timothy,Lowe,top management,84415
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP,Kimberly,Mayo,manager,73887
f0ec6a2adb05c62655a26dd347b8dede,1303,sao paulo,SP,Caroline,Moody,junior,105018
cc1f04647be106ba74e62b21f358af25,2739,sao paulo,SP,Audrey,James,senior,81118
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ,Dustin,Patterson,junior,112014
3d700782d7818f2c1e0d7a9e9d75fc00,86170,sertanopolis,SP,Shane,Adkins,junior,101565
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP,Jordan,Robertson,senior,54818
c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,PR,Laura,Brown,top management,129529
80f2cf9abf6b5a0e5c612b5eea6646e6,15046,sao jose do rio preto,SP,Jason,Evans,top management,121475
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ,Alicia,Larsen,senior,61288
4fe2f67634d00c021aa01f96b6f2d68e,87035,maringa,PR,Trevor,Joseph,manager,94947
